video_id,channel_name,title,subscribers,published_date,views,likes,comments,duration,tags,thumbnail
SmDkfCfXuRE,Xylem SSLC,SSLC Chemistry 2026: Metals / ലോഹങ്ങൾ | Part 1 | Xylem SSLC,,2025-11-18T15:41:16Z,104817,3114,218,PT1H15M35S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/SmDkfCfXuRE/hqdefault.jpg
euwX4z2EG5U,Xylem SSLC,SSLC CHRISTMAS EXAM TIME TABLE OUT !!,,2025-11-18T14:10:28Z,57921,1683,26,PT59S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/euwX4z2EG5U/hqdefault.jpg
ms_vaNJ3uOc,Xylem SSLC,BIG BREAKING🛑 SSLC Christmas Exam Time Table വന്നു! Happy ആവാം പക്ഷേ ഒരു പണിയുണ്ട്.. | Xylem SSLC,,2025-11-18T13:45:20Z,35674,1024,106,PT2M31S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/ms_vaNJ3uOc/hqdefault.jpg
DdS61g_wOnQ,Xylem SSLC,SSLC Biology | ക്രിസ്മസ് പരീക്ഷയ്ക്ക് എത്ര പാഠങ്ങൾ ? | Xylem SSLC,,2025-11-18T12:30:18Z,35358,1057,62,PT3M41S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/DdS61g_wOnQ/hqdefault.jpg
4n_X8iOaEP4,Xylem SSLC,SSLC Christmas Exam Social Science | From The Rainey Forest To The Land Of Permafrost,,2025-11-18T11:30:07Z,14059,502,49,PT6M7S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/4n_X8iOaEP4/hqdefault.jpg
CJmtS-rEJLk,Xylem SSLC,Clotting Of Blood In One Minute ..,,2025-11-18T11:04:55Z,20370,475,8,PT1M5S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/CJmtS-rEJLk/hqdefault.jpg
3DVEV5Hkqw8,Xylem SSLC,SSLC  Biology 2026: Chemoreception in Organisms /ജീവികളിലെ രാസസംവേദനം | Full Chapter Revision| Xylem,,2025-11-17T15:09:47Z,179469,6074,414,PT1H23M56S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/3DVEV5Hkqw8/hqdefault.jpg
t43aS7TBTUY,Xylem SSLC,ഈ ചാപ്റ്റർ അടിപൊളിയായി പഠിക്കാം!,,2025-11-17T13:33:59Z,16266,273,14,PT11S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/t43aS7TBTUY/hqdefault.jpg
4jby0myf-NQ,Xylem SSLC,SSLC 2025-26: MODEL QUESTION PAPER വന്നു! വൻ TOUGH? | Xylem SSLC,,2025-11-17T13:00:09Z,30027,972,74,PT4M29S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/4jby0myf-NQ/hqdefault.jpg
YFVloXgkcj0,Xylem SSLC,SSLC Christmas Exam: Physics | 100% ഉറപ്പുള്ള ചോദ്യം | Must Watch 🛑 | Xylem SSLC,,2025-11-17T12:01:08Z,61408,2345,150,PT18M17S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/YFVloXgkcj0/hqdefault.jpg
BLEzKGk6IPg,Xylem SSLC,ഗോത്രഭാഷപദം - പ്രാദേശികപദം,,2025-11-17T10:30:13Z,26821,360,7,PT1M49S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/BLEzKGk6IPg/hqdefault.jpg
bNvNsC7yCfI,Xylem SSLC,Reserve Bank of India !! | Xylem SSLC,,2025-11-16T11:30:42Z,21922,739,30,PT1M5S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/bNvNsC7yCfI/hqdefault.jpg
DsIRC-3j9ic,Xylem SSLC,SSLC Malayalam | ഗോത്രഭാഷ-പ്രത്യേകതകൾ | Xylem SSLC,,2025-11-16T10:30:16Z,5398,178,13,PT12M20S,"['sslc', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light', 'xylem sslc', 'sslc exam 2026', 'sslc chater wise revision', 'sslc full revision']",https://i.ytimg.com/vi/DsIRC-3j9ic/hqdefault.jpg
h-hga0T2JyQ,Xylem SSLC,Hormone എന്താണ് പഠിപ്പിച്ചു തരാം !! | Xylem SSLC,,2025-11-16T07:49:56Z,73849,2932,17,PT44S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/h-hga0T2JyQ/hqdefault.jpg
ID-sybi0CAc,Xylem SSLC,SSLC  Chemistry: Galvanic Cell / ഗാൽവാനിക് സെൽ | ഈസി ആയി പഠിക്കാം | Xylem SSLC,,2025-11-15T14:00:34Z,40392,1345,99,PT15M15S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion']",https://i.ytimg.com/vi/ID-sybi0CAc/hqdefault.jpg
cI-DHfoLyKc,Xylem SSLC,SSLC Christmas Exam 2025: Physics | Magnetic Effect of Electric Current | Full Chapter പഠിക്കാം,,2025-11-15T13:01:15Z,72912,2661,160,PT26M14S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/cI-DHfoLyKc/hqdefault.jpg
2UGAXAgF1UU,Xylem SSLC,Orientation 2025 Thrissur🔥 | Xylem SSLC,,2025-11-15T12:00:10Z,1067,19,1,PT3M17S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/2UGAXAgF1UU/hqdefault.jpg
fqudNJxpcak,Xylem SSLC,SSLC Hindi: Poster എങ്ങനെ തയ്യാറാക്കാം..,,2025-11-15T10:30:35Z,87763,2893,45,PT2M44S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/fqudNJxpcak/hqdefault.jpg
DZv9wO8VHYg,Xylem SSLC,SSLC Christmas Exam | Social Science: Money and Economy | Full Chapter Revision | Xylem SSLC,,2025-11-14T15:01:28Z,67998,3851,185,PT1H15M40S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/DZv9wO8VHYg/hqdefault.jpg
tciLbAewAbI,Xylem SSLC,Happy Children's Day !!! | Xylem SSLC,,2025-11-14T14:54:58Z,2260,134,8,PT2M23S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/tciLbAewAbI/hqdefault.jpg
wdn3LlEL2oM,Xylem SSLC,കെമിസ്ട്രി അടിപൊളിയായി പഠിക്കാം..,,2025-11-14T14:01:44Z,55759,803,40,PT2M54S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/wdn3LlEL2oM/hqdefault.jpg
b9Zah4O5ICQ,Xylem SSLC,SSLC Chemistry: Gas Laws / വാതക നിയമങ്ങൾ | Xylem SSLC,,2025-11-14T14:01:04Z,33635,1257,48,PT21M23S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/b9Zah4O5ICQ/hqdefault.jpg
iPsR5jeeXkA,Xylem SSLC,SSLC Christmas Exam: Editing,,2025-11-14T13:30:49Z,51921,1093,78,PT2M6S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/iPsR5jeeXkA/hqdefault.jpg
vxlLwW4gO-w,Xylem SSLC,CHRISTMAS EXAM BIG UPDATE🛑,,2025-11-14T13:04:45Z,60648,1617,36,PT50S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/vxlLwW4gO-w/hqdefault.jpg
Vhv2t_wj0X4,Xylem SSLC,ഇനി ടെൻഷൻ വേണ്ട !,,2025-11-14T11:30:37Z,10754,157,5,PT37S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/Vhv2t_wj0X4/hqdefault.jpg
RejotOX_Oao,Xylem SSLC,Phagocytosis ഇങ്ങനെ പഠിച്ചാൽ മതി,,2025-11-14T10:30:31Z,17851,388,18,PT1M18S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/RejotOX_Oao/hqdefault.jpg
pG_WHPlWk8Y,Xylem SSLC,ഇത്തവണ Christmas Exam കുഴപ്പിക്കുമോ? | Xylem SSLC,,2025-11-13T14:45:08Z,5107,240,18,PT2M15S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/pG_WHPlWk8Y/hqdefault.jpg
WBMks5pBM-Q,Xylem SSLC,SSLC English | A Piece of String | ഇത് മാത്രം പഠിച്ചാൽ മതി | Christmas Exam Special | Xylem SSLC,,2025-11-13T13:45:11Z,70356,3677,177,PT13M45S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/WBMks5pBM-Q/hqdefault.jpg
wcyVjMe6Xeg,Xylem SSLC,ഒന്നും ചെയ്യാതെ ഈ ചാപ്റ്റർ എങ്ങനെ പഠിക്കാം..,,2025-11-13T13:03:22Z,15063,487,9,PT37S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/wcyVjMe6Xeg/hqdefault.jpg
3KAvRM4lLqc,Xylem SSLC,SSLC Hindi | गैलीलियो | Important Question | Xylem SSLC,,2025-11-13T12:45:00Z,26404,769,24,PT4M9S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/3KAvRM4lLqc/hqdefault.jpg
gEt8jhcjH4A,Xylem SSLC,SSLC  English | Shākunthalam | Character Sketch of Dushyantha | Xylem SSLC,,2025-11-12T12:58:45Z,52637,1978,128,PT9M42S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/gEt8jhcjH4A/hqdefault.jpg
IMXL9-RxbTI,Xylem SSLC,SSLC Christmas Exam 2026: पैदल चलता हुआ आदमी (कविता) | Xylem SSLC,,2025-11-11T14:11:05Z,35533,1362,89,PT29M6S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/IMXL9-RxbTI/hqdefault.jpg
ndeH3H4JQu8,Xylem SSLC,SSLC Christmas Exam Social Science : MOST IMPORTANT QUESTIONS | Xylem SSLC,,2025-11-11T13:50:46Z,43732,1354,62,PT16M13S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/ndeH3H4JQu8/hqdefault.jpg
CTJ96dkS7ZE,Xylem SSLC,Christmas എക്‌സാം അടിപൊളിയാക്കാം!,,2025-11-11T11:30:08Z,15813,260,19,PT59S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/CTJ96dkS7ZE/hqdefault.jpg
YDakb9wKlLw,Xylem SSLC,SSLC Biology : Regulation of Calcium !! | Xylem SSLC,,2025-11-11T11:02:10Z,42790,947,28,PT2M10S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/YDakb9wKlLw/hqdefault.jpg
lKRd_G5frvk,Xylem SSLC,SSLC Maths 2026: Polynomials and Equations | Revision Part 01 | Xylem SSLC,,2025-11-10T14:54:06Z,113611,5863,683,PT1H4M56S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/lKRd_G5frvk/hqdefault.jpg
tbIv3qLJMO8,Xylem SSLC,BIG BREAKING NEWS🛑  Christmas Exam 2025 Date മാറും! Happy or Sad? | Xylem SSLC,,2025-11-10T12:48:59Z,32443,1209,95,PT2M2S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/tbIv3qLJMO8/hqdefault.jpg
3RDJFh0K6-U,Xylem SSLC,SSLC Hindi: दोहे | समानानार्थ लिखें,,2025-11-10T11:30:02Z,62863,1186,23,PT2M36S,"['sslc onam exam 2025', 'sslc', 'onam exam revision', 'class 10 onam exam', 'onam exam mega marathon', 'sslc biology onam exam', 'sslc social science onam exam topics', 'onam exam model question paper', 'class 10 onam exam question paper pattern', 'sslc question paper descussion', 'sslc biology', 'sslc chemistry', 'sslc social science', 'sslc geography', 'sslc history', 'sslc hindi', 'sslc arabic', 'sslc malayalam', 'sslc sanskrit', 'sslc urdu', 'sslc chemistry paper discussion', 'sslc physics reflection of light']",https://i.ytimg.com/vi/3RDJFh0K6-U/hqdefault.jpg
